bird_name,url,num,date_time,author
Eastern Wattled-Honeyeater,https://ebird.org/species/easwah1,# 数量:  1,1962-01-15 00:00,观察者:  R.H.D. Stidolph
Black-winged Petrel,https://ebird.org/species/bkwpet,# 数量:  X,1962-01-13 00:00,观察者:  R.H.D. Stidolph
Little Sparrowhawk,https://ebird.org/species/litspa1,# 数量:  1,1962-01-07 07:00,观察者:  Bazil Brent
Shelley's Francolin,https://ebird.org/species/shefra1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Black Cuckoo,https://ebird.org/species/blacuc1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Freckled Nightjar,https://ebird.org/species/frenig1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Dwarf Bittern,https://ebird.org/species/dwabit1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Red-faced Mousebird,https://ebird.org/species/refmou1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Pied Barbet,https://ebird.org/species/piebar1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Crimson-breasted Gonolek,https://ebird.org/species/crbgon1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Gray-headed Bushshrike,https://ebird.org/species/gyhbus1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
White-crowned Shrike,https://ebird.org/species/whcshr1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Southern Black-Tit,https://ebird.org/species/soublt1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Red-faced Crombec,https://ebird.org/species/refcro1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Red-winged Starling,https://ebird.org/species/rewsta1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
African Dusky Flycatcher,https://ebird.org/species/afdfly1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Gray Tit-Flycatcher,https://ebird.org/species/grytif1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Red-backed Scrub-Robin,https://ebird.org/species/rbsrob1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Boulder Chat,https://ebird.org/species/boucha1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
White-browed Sparrow-Weaver,https://ebird.org/species/wbswea1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Southern Masked-Weaver,https://ebird.org/species/afmwea,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Yellow Bishop,https://ebird.org/species/yelbis1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
White-winged Widowbird,https://ebird.org/species/whwwid1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Southern Cordonbleu,https://ebird.org/species/bubcor1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Shaft-tailed Whydah,https://ebird.org/species/shtwhy1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Southern Gray-headed Sparrow,https://ebird.org/species/sghspa2,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Cinnamon-breasted Bunting,https://ebird.org/species/cibbun1,# 数量:  X,1961-12-14 07:30,观察者:  Sharen Graham
Ayres's Hawk-Eagle,https://ebird.org/species/ayheag1,# 数量:  1,1961-12-09 10:00,观察者:  Jeb Kent
Speke's Weaver,https://ebird.org/species/spewea2,# 数量:  X,1961-12-09 10:00,观察者:  Jeb Kent
Puerto Rican Nightjar,https://ebird.org/species/purnig1,# 数量:  1,1961-11-30 00:00,观察者:  JBond West Indies Supplements Data
Lesser Moorhen,https://ebird.org/species/lesmoo1,# 数量:  1,1961-10-04 00:00,观察者:  Peter Dare
Western Capercaillie,https://ebird.org/species/wescap1,# 数量:  1,1961-09-24 08:00,观察者:  Seppo Niemispelto
Abyssinian Owl,https://ebird.org/species/aleowl1,# 数量:  1,1961-09-10 00:00,观察者:  Specimen Records (1850-1986)
Orange Oriole,https://ebird.org/species/oraori1,# 数量:  2,1961-08-08 07:00,观察者:  Louis and Christine Warren
White-winged Apalis,https://ebird.org/species/whwapa1,# 数量:  1,1961-08-02 00:00,观察者:  Specimen Records (1850-1986)
Chestnut-bellied Cuckoo,https://ebird.org/species/chbcuc4,# 数量:  X,1961-07-29 00:00,观察者:  David  Ewert
Jamaican Woodpecker,https://ebird.org/species/jamwoo1,# 数量:  X,1961-07-18 00:00,观察者:  David  Ewert
Jamaican Vireo,https://ebird.org/species/jamvir1,# 数量:  X,1961-07-16 00:00,观察者:  David  Ewert
Jamaican Euphonia,https://ebird.org/species/jameup1,# 数量:  X,1961-07-15 00:00,观察者:  David  Ewert
Jamaican Oriole,https://ebird.org/species/jamori1,# 数量:  X,1961-07-15 00:00,观察者:  David  Ewert
Jamaican Tody,https://ebird.org/species/jamtod1,# 数量:  X,1961-07-14 07:00,观察者:  David  Ewert
Green-rumped Parrotlet,https://ebird.org/species/grrpar1,# 数量:  X,1961-07-14 07:00,观察者:  David  Ewert
Orangequit,https://ebird.org/species/orange1,# 数量:  X,1961-07-14 07:00,观察者:  David  Ewert
Yellow-shouldered Grassquit,https://ebird.org/species/yesgra1,# 数量:  X,1961-07-14 07:00,观察者:  David  Ewert
Snowy Cotinga,https://ebird.org/species/snocot1,# 数量:  1,1961-07-14 00:00,观察者:  Andrew Starrett
Jamaican Mango,https://ebird.org/species/jamman1,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
Vervain Hummingbird,https://ebird.org/species/verhum1,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
Red-billed Streamertail,https://ebird.org/species/stream2,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
Jamaican Crow,https://ebird.org/species/jamcro1,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
White-chinned Thrush,https://ebird.org/species/whcthr1,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
Jamaican Spindalis,https://ebird.org/species/jamspi,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
Greater Antillean Bullfinch,https://ebird.org/species/grabul1,# 数量:  X,1961-07-13 07:00,观察者:  David  Ewert
Gray Greenbul,https://ebird.org/species/grygre1,# 数量:  1,1961-06-18 00:00,观察者:  Specimen Records (1850-1986)
Shoebill,https://ebird.org/species/shoebi1,# 数量:  1,1961-05-04 00:00,观察者:  Peter Dare
Broad-billed Roller,https://ebird.org/species/brbrol1,# 数量:  1,1961-05-04 00:00,观察者:  Peter Dare
Snowy-crowned Robin-Chat,https://ebird.org/species/scrcha1,# 数量:  X,1961-05-04 00:00,观察者:  Peter Dare
Black-and-white-casqued Hornbill,https://ebird.org/species/bawhor2,# 数量:  1,1961-05-03 00:00,观察者:  Peter Dare
Copper Sunbird,https://ebird.org/species/copsun2,# 数量:  X,1961-05-03 00:00,观察者:  Peter Dare
Slender-billed Weaver,https://ebird.org/species/slbwea1,# 数量:  X,1961-05-03 00:00,观察者:  Peter Dare
Golden-backed Weaver,https://ebird.org/species/gobwea1,# 数量:  X,1961-05-03 00:00,观察者:  Peter Dare
Rock Pratincole,https://ebird.org/species/rocpra1,# 数量:  X,1961-05-02 00:00,观察者:  Peter Dare
African Blue Flycatcher,https://ebird.org/species/afbfly1,# 数量:  X,1961-05-02 00:00,观察者:  Peter Dare
Angola Swallow,https://ebird.org/species/angswa1,# 数量:  X,1961-05-02 00:00,观察者:  Peter Dare
White-backed Duck,https://ebird.org/species/whbduc1,# 数量:  X,1961-04-30 00:00,观察者:  Peter Dare
African Swamphen,https://ebird.org/species/purswa2,# 数量:  X,1961-04-30 00:00,观察者:  Peter Dare
African Emerald Cuckoo,https://ebird.org/species/afecuc1,# 数量:  X,1961-04-26 00:00,观察者:  Peter Dare
Red-chested Cuckoo,https://ebird.org/species/reccuc1,# 数量:  X,1961-04-26 00:00,观察者:  Peter Dare
Narina Trogon,https://ebird.org/species/nartro1,# 数量:  2,1961-04-26 00:00,观察者:  Peter Dare
Double-banded Courser,https://ebird.org/species/dobcou2,# 数量:  1,1961-04-19 00:00,观察者:  Peter Dare
Spectacled Weaver,https://ebird.org/species/spewea1,# 数量:  X,1961-04-10 00:00,观察者:  Peter Dare
Rock Martin,https://ebird.org/species/rocmar2,# 数量:  2,1961-04-09 00:00,观察者:  Peter Dare
Northern Anteater-Chat,https://ebird.org/species/noacha1,# 数量:  X,1961-04-09 00:00,观察者:  Peter Dare
Jackson's Widowbird,https://ebird.org/species/jacwid1,# 数量:  X,1961-04-09 00:00,观察者:  Peter Dare
Moorland Chat,https://ebird.org/species/moocha1,# 数量:  1,1961-04-08 00:00,观察者:  Peter Dare
Mountain Wagtail,https://ebird.org/species/mouwag1,# 数量:  X,1961-04-06 00:00,观察者:  Peter Dare
Chestnut-banded Plover,https://ebird.org/species/chbplo1,# 数量:  X,1961-04-02 00:00,观察者:  Peter Dare
Abyssinian Wheatear,https://ebird.org/species/mouwhe4,# 数量:  X,1961-04-02 00:00,观察者:  Peter Dare
Spotted Sandgrouse,https://ebird.org/species/sposan1,# 数量:  1,1961-02-19 00:00,观察者:  Peter Dare
Trumpeter Finch,https://ebird.org/species/trufin2,# 数量:  1,1961-02-17 00:00,观察者:  Peter Dare
Buff-breasted Paradise-Kingfisher,https://ebird.org/species/bubpak1,# 数量:  X,1961-02-11 00:00,观察者:  Bird Observers Club of Australia
Graceful Prinia,https://ebird.org/species/grapri1,# 数量:  1,1961-02-11 00:00,观察者:  Peter Dare
Fulvous Chatterer,https://ebird.org/species/fulcha1,# 数量:  1,1961-02-10 00:00,观察者:  Peter Dare
Desert Sparrow,https://ebird.org/species/desspa3,# 数量:  1,1961-02-10 00:00,观察者:  Peter Dare
Nubian Bustard,https://ebird.org/species/nubbus1,# 数量:  1,1961-02-09 00:00,观察者:  Peter Dare
Swainson's Spurfowl,https://ebird.org/species/swafra2,# 数量:  5,1961-01-06 07:00,观察者:  Bazil Brent
Bonin Petrel,https://ebird.org/species/bonpet,# 数量:  X,1960-12-28 00:00,观察者:  Philip Hotlen
Coqui Francolin,https://ebird.org/species/coqfra2,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Gray Go-away-bird,https://ebird.org/species/grygab1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Dideric Cuckoo,https://ebird.org/species/didcuc1,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
African Cuckoo,https://ebird.org/species/afrcuc1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
White-rumped Swift,https://ebird.org/species/whrswi1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Red-knobbed Coot,https://ebird.org/species/rekcoo1,# 数量:  4,1960-12-19 07:30,观察者:  Sharen Graham
Wattled Crane,https://ebird.org/species/watcra2,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
African Marsh Harrier,https://ebird.org/species/afmhar1,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Spotted Eagle-Owl,https://ebird.org/species/spoeao2,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Swallow-tailed Bee-eater,https://ebird.org/species/stbeat1,# 数量:  4,1960-12-19 07:30,观察者:  Sharen Graham
Crested Barbet,https://ebird.org/species/crebar1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Black-collared Barbet,https://ebird.org/species/blcbar1,# 数量:  5,1960-12-19 07:30,观察者:  Sharen Graham
African Black-headed Oriole,https://ebird.org/species/abhori1,# 数量:  3,1960-12-19 07:30,观察者:  Sharen Graham
African Paradise-Flycatcher,https://ebird.org/species/afpfly1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Southern Fiscal,https://ebird.org/species/soufis1,# 数量:  5,1960-12-19 07:30,观察者:  Sharen Graham
Miombo Tit,https://ebird.org/species/miotit2,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Bar-throated Apalis,https://ebird.org/species/batapa2,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Rattling Cisticola,https://ebird.org/species/ratcis1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Rufous-chested Swallow,https://ebird.org/species/rucswa2,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Southern Yellow White-eye,https://ebird.org/species/afywhe4,# 数量:  5,1960-12-19 07:30,观察者:  Sharen Graham
Groundscraper Thrush,https://ebird.org/species/grothr1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Kurrichane Thrush,https://ebird.org/species/kurthr1,# 数量:  4,1960-12-19 07:30,观察者:  Sharen Graham
Southern Black-Flycatcher,https://ebird.org/species/sobfly1,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Eastern Miombo Sunbird,https://ebird.org/species/miosun3,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Red-headed Weaver,https://ebird.org/species/rehwea1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Lesser Masked-Weaver,https://ebird.org/species/lesmaw1,# 数量:  18,1960-12-19 07:30,观察者:  Sharen Graham
Southern Red Bishop,https://ebird.org/species/redbis,# 数量:  6,1960-12-19 07:30,观察者:  Sharen Graham
Yellow-throated Bush Sparrow,https://ebird.org/species/yetpet1,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
African Pipit,https://ebird.org/species/afrpip1,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Yellow-throated Longclaw,https://ebird.org/species/yetlon1,# 数量:  4,1960-12-19 07:30,观察者:  Sharen Graham
Streaky-headed Seedeater,https://ebird.org/species/sthsee2,# 数量:  2,1960-12-19 07:30,观察者:  Sharen Graham
Golden-breasted Bunting,https://ebird.org/species/gobbun1,# 数量:  1,1960-12-19 07:30,观察者:  Sharen Graham
Red-necked Falcon,https://ebird.org/species/renfal1,# 数量:  2,1960-12-14 00:00,观察者:  Peter Dare
Dusky Turtle-Dove,https://ebird.org/species/dutdov1,# 数量:  1,1960-12-07 00:00,观察者:  Peter Dare
Tambourine Dove,https://ebird.org/species/tamdov1,# 数量:  1,1960-12-07 00:00,观察者:  Peter Dare
Yellow-rumped Tinkerbird,https://ebird.org/species/yertin1,# 数量:  1,1960-12-07 00:00,观察者:  Peter Dare
Baglafecht Weaver,https://ebird.org/species/bagwea1,# 数量:  1,1960-12-07 00:00,观察者:  Peter Dare
Black-faced Firefinch,https://ebird.org/species/bkffir1,# 数量:  1,1960-12-07 00:00,观察者:  Peter Dare
Black Cuckooshrike,https://ebird.org/species/blkcus1,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
Western Black-headed Oriole,https://ebird.org/species/wbhori1,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
Chestnut Wattle-eye,https://ebird.org/species/chweye1,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
White-eyed Slaty-Flycatcher,https://ebird.org/species/wheslf1,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
Northern Double-collared Sunbird,https://ebird.org/species/ndcsun2,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
Variable Sunbird,https://ebird.org/species/varsun2,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
Black-crowned Waxbill,https://ebird.org/species/blcwax2,# 数量:  1,1960-12-06 00:00,观察者:  Peter Dare
Banded Snake-Eagle,https://ebird.org/species/baseag1,# 数量:  1,1960-12-05 00:00,观察者:  Peter Dare
Crested Francolin,https://ebird.org/species/crefra2,# 数量:  1,1960-12-04 00:00,观察者:  Peter Dare
White-bellied Go-away-bird,https://ebird.org/species/wbgbir1,# 数量:  1,1960-12-04 00:00,观察者:  Peter Dare
Three-banded Courser,https://ebird.org/species/thbcou1,# 数量:  1,1960-12-04 00:00,观察者:  Peter Dare
Shelley's Starling,https://ebird.org/species/shesta1,# 数量:  1,1960-12-04 00:00,观察者:  Peter Dare
Sun Lark,https://ebird.org/species/sunlar1,# 数量:  1,1960-12-02 00:00,观察者:  Peter Dare
Palm-nut Vulture,https://ebird.org/species/panvul1,# 数量:  1,1960-11-26 00:00,观察者:  Peter Dare
Western Crested Guineafowl,https://ebird.org/species/cregui2,# 数量:  1,1960-11-25 00:00,观察者:  Peter Dare
African Pygmy Kingfisher,https://ebird.org/species/afpkin1,# 数量:  1,1960-11-25 00:00,观察者:  Peter Dare
Buff-bellied Warbler,https://ebird.org/species/bubwar2,# 数量:  1,1960-11-25 00:00,观察者:  Peter Dare
Black-winged Bishop,https://ebird.org/species/blwbis1,# 数量:  1,1960-11-25 00:00,观察者:  Peter Dare
Congo Pied Hornbill,https://ebird.org/species/afphor3,# 数量:  1,1960-11-24 00:00,观察者:  Peter Dare
Cardinal Woodpecker,https://ebird.org/species/carwoo1,# 数量:  1,1960-11-24 00:00,观察者:  Peter Dare
Black-winged Oriole,https://ebird.org/species/blwori1,# 数量:  1,1960-11-24 00:00,观察者:  Peter Dare
Green-headed Sunbird,https://ebird.org/species/gnhsun1,# 数量:  1,1960-11-24 00:00,观察者:  Peter Dare
Black-headed Weaver,https://ebird.org/species/blhwea1,# 数量:  1,1960-11-24 00:00,观察者:  Peter Dare
Village Indigobird,https://ebird.org/species/vilind,# 数量:  1,1960-11-24 00:00,观察者:  Peter Dare
Red-and-yellow Barbet,https://ebird.org/species/raybar1,# 数量:  X,1960-11-23 00:00,观察者:  Peter Dare
Northern Black-Flycatcher,https://ebird.org/species/nobfly1,# 数量:  1,1960-11-23 00:00,观察者:  Peter Dare
Spotted Morning-Thrush,https://ebird.org/species/spmthr1,# 数量:  1,1960-11-18 00:00,观察者:  Peter Dare
Chestnut Weaver,https://ebird.org/species/chewea1,# 数量:  X,1960-11-18 00:00,观察者:  Peter Dare
Giant Antshrike,https://ebird.org/species/giaant2,# 数量:  X,1960-09-23 00:00,观察者:  Guyra Paraguay
Blue-cheeked Bee-eater,https://ebird.org/species/bcbeat1,# 数量:  X,1960-09-10 00:00,观察者:  Peter Dare
Black-bellied Storm-Petrel,https://ebird.org/species/bbspet1,# 数量:  1,1960-09-09 00:00,观察者:  South Asian Rarities (Proxy Account)
Painted Honeyeater,https://ebird.org/species/paihon1,# 数量:  X,1960-08-28 00:00,观察者:  Bird Observers Club of Australia
Red-eared Firetail,https://ebird.org/species/reefir1,# 数量:  X,1960-08-26 00:00,观察者:  Bird Observers Club of Australia
Pink-backed Pelican,https://ebird.org/species/pibpel1,# 数量:  1,1960-07-31 00:00,观察者:  Peter Dare
Italian Sparrow,https://ebird.org/species/itaspa1,# 数量:  4,1960-07-19 09:00,观察者:  Louis and Christine Warren
White-crested Turaco,https://ebird.org/species/whctur2,# 数量:  1,1960-06-19 00:00,观察者:  Specimen Records (1850-1986)
Brown Prinia,https://ebird.org/species/bropri1,# 数量:  X,1960-03-15 00:00,观察者:  Bird Conservation Society of Thailand
Scissor-tailed Kite,https://ebird.org/species/sctkit1,# 数量:  1,1960-01-25 00:00,观察者:  Peter Dare
Hispaniolan Spindalis,https://ebird.org/species/hisspi,# 数量:  1,1960-01-24 00:00,观察者:  Alan Craig
Cozumel Emerald,https://ebird.org/species/cozeme1,# 数量:  1,1960-01-05 09:00,观察者:  Louis and Christine Warren
Yucatan Flycatcher,https://ebird.org/species/yucfly1,# 数量:  2,1960-01-05 09:00,观察者:  Louis and Christine Warren
Cozumel Vireo,https://ebird.org/species/cozvir1,# 数量:  1,1960-01-05 09:00,观察者:  Louis and Christine Warren
Western Spindalis,https://ebird.org/species/wesspi,# 数量:  1,1960-01-05 09:00,观察者:  Louis and Christine Warren
Rose-throated Tanager,https://ebird.org/species/rottan1,# 数量:  1,1960-01-05 09:00,观察者:  Louis and Christine Warren
Indian Peafowl,https://ebird.org/species/compea,# 数量:  1,1960-01-01 00:00,观察者:  Kelly Sekhon
Green-winged Pytilia,https://ebird.org/species/grwpyt1,# 数量:  1,1959-12-16 00:00,观察者:  Peter Dare
Red-pate Cisticola,https://ebird.org/species/repcis1,# 数量:  1,1959-12-14 00:00,观察者:  Peter Dare
African Hawk-Eagle,https://ebird.org/species/afrhae1,# 数量:  1,1959-12-10 00:00,观察者:  Peter Dare
Pallid Swift,https://ebird.org/species/palswi3,# 数量:  X,1959-12-09 00:00,观察者:  Peter Dare
Neumann's Starling,https://ebird.org/species/neusta1,# 数量:  X,1959-12-09 00:00,观察者:  Peter Dare
Pearl-spotted Owlet,https://ebird.org/species/pesowl1,# 数量:  1,1959-12-06 00:00,观察者:  Peter Dare
Black-breasted Barbet,https://ebird.org/species/blbbar4,# 数量:  1,1959-12-06 00:00,观察者:  Peter Dare
Scarlet-chested Sunbird,https://ebird.org/species/sccsun2,# 数量:  1,1959-11-23 00:00,观察者:  Peter Dare
Mosque Swallow,https://ebird.org/species/mosswa2,# 数量:  1,1959-11-21 00:00,观察者:  Peter Dare
African Pygmy-Goose,https://ebird.org/species/afrpyg1,# 数量:  20,1959-11-19 00:00,观察者:  Peter Dare
Black Crowned-Crane,https://ebird.org/species/blccra1,# 数量:  X,1959-11-19 00:00,观察者:  Peter Dare
Abyssinian Ground-Hornbill,https://ebird.org/species/noghor1,# 数量:  X,1959-11-19 00:00,观察者:  Peter Dare
Vitelline Masked-Weaver,https://ebird.org/species/vimwea1,# 数量:  X,1959-10-03 00:00,观察者:  Peter Dare
African Pied Wagtail,https://ebird.org/species/afpwag1,# 数量:  2,1959-09-26 00:00,观察者:  Peter Dare
Gray Falcon,https://ebird.org/species/gryfal1,# 数量:  X,1959-09-08 00:00,观察者:  Bird Observers Club of Australia
Slaty-backed Thornbill,https://ebird.org/species/slbtho1,# 数量:  X,1959-09-08 00:00,观察者:  Bird Observers Club of Australia
White-breasted Robin,https://ebird.org/species/whbrob1,# 数量:  X,1959-09-06 00:00,观察者:  Bird Observers Club of Australia
Dusky Gerygone,https://ebird.org/species/dusger1,# 数量:  X,1959-08-26 00:00,观察者:  Bird Observers Club of Australia
Chiming Wedgebill,https://ebird.org/species/chiwed1,# 数量:  X,1959-08-26 00:00,观察者:  Bird Observers Club of Australia
Western Orphean Warbler,https://ebird.org/species/weowar2,# 数量:  1,1959-08-26 00:00,观察者:  Roger Burrows
Western Subalpine Warbler,https://ebird.org/species/subwar6,# 数量:  1,1959-08-19 00:00,观察者:  Roger Burrows
White-breasted Whistler,https://ebird.org/species/whbwhi2,# 数量:  X,1959-08-18 00:00,观察者:  Bird Observers Club of Australia
Australian Yellow White-eye,https://ebird.org/species/ayweye3,# 数量:  X,1959-08-18 00:00,观察者:  Bird Observers Club of Australia
Dusky Grasswren,https://ebird.org/species/dusgra1,# 数量:  X,1959-07-27 00:00,观察者:  Bird Observers Club of Australia
Black-tailed Treecreeper,https://ebird.org/species/bkttre1,# 数量:  X,1959-07-18 00:00,观察者:  Bird Observers Club of Australia
White-rumped Seedeater,https://ebird.org/species/whrsee,# 数量:  1,1959-06-08 00:00,观察者:  Peter Dare
Little Weaver,https://ebird.org/species/litwea1,# 数量:  2,1959-05-24 00:00,观察者:  Peter Dare
Crimson-rumped Waxbill,https://ebird.org/species/crrwax1,# 数量:  1,1959-05-24 00:00,观察者:  Peter Dare
Yellow-shouldered Blackbird,https://ebird.org/species/yesbla1,# 数量:  1,1959-04-28 10:30,观察者:  Hector C. Cruzado
White-throated Nightjar,https://ebird.org/species/whtnig3,# 数量:  X,1959-02-28 00:00,观察者:  Bird Observers Club of Australia
Yellow-breasted Boatbill,https://ebird.org/species/yebboa1,# 数量:  X,1959-02-28 00:00,观察者:  Bird Observers Club of Australia
Puerto Rican Mango,https://ebird.org/species/antman3,# 数量:  1,1959-02-21 13:15,观察者:  Hector C. Cruzado
Puerto Rican Flycatcher,https://ebird.org/species/purfly1,# 数量:  1,1959-02-21 13:15,观察者:  Hector C. Cruzado
Senegal Coucal,https://ebird.org/species/sencou1,# 数量:  1,1959-02-03 00:00,观察者:  Peter Dare
Vinaceous Dove,https://ebird.org/species/vindov1,# 数量:  X,1959-01-31 00:00,观察者:  Peter Dare
African Woolly-necked Stork,https://ebird.org/species/wonsto2,# 数量:  X,1959-01-31 00:00,观察者:  Peter Dare
Bruce's Green-Pigeon,https://ebird.org/species/brgpig1,# 数量:  X,1959-01-30 00:00,观察者:  Peter Dare
Black-billed Barbet,https://ebird.org/species/blbbar3,# 数量:  X,1959-01-30 00:00,观察者:  Peter Dare
Western Black-headed Batis,https://ebird.org/species/bkhbat1,# 数量:  X,1959-01-30 00:00,观察者:  Peter Dare
Northern Puffback,https://ebird.org/species/norpuf1,# 数量:  X,1959-01-30 00:00,观察者:  Peter Dare
Northern Crombec,https://ebird.org/species/norcro1,# 数量:  X,1959-01-30 00:00,观察者:  Peter Dare
Wahlberg's Eagle,https://ebird.org/species/waheag3,# 数量:  1,1959-01-28 00:00,观察者:  Peter Dare
Clapperton's Spurfowl,https://ebird.org/species/clafra1,# 数量:  1,1959-01-27 00:00,观察者:  Peter Dare
Red-throated Bee-eater,https://ebird.org/species/rtbeat1,# 数量:  1,1959-01-27 00:00,观察者:  Peter Dare
Puerto Rican Vireo,https://ebird.org/species/purvir1,# 数量:  1,1959-01-26 13:15,观察者:  Hector C. Cruzado
African Darter,https://ebird.org/species/darter3,# 数量:  1,1959-01-26 00:00,观察者:  Peter Dare
Southern Crested Guineafowl,https://ebird.org/species/cregui4,# 数量:  1,1959-01-01 09:00,观察者:  Barbara Hirschowitz
Puerto Rican Woodpecker,https://ebird.org/species/purwoo1,# 数量:  1,1958-12-27 13:15,观察者:  Hector C. Cruzado
Sardinian Warbler,https://ebird.org/species/sarwar1,# 数量:  1,1958-12-26 00:00,观察者:  Peter Dare
Brown-tailed Chat,https://ebird.org/species/brtcha1,# 数量:  1,1958-12-26 00:00,观察者:  Peter Dare
Menetries's Warbler,https://ebird.org/species/menwar1,# 数量:  1,1958-12-24 00:00,观察者:  Peter Dare
White-crowned Wheatear,https://ebird.org/species/whtwhe1,# 数量:  1,1958-12-24 00:00,观察者:  Peter Dare
Orange-cheeked Waxbill,https://ebird.org/species/orcwax,# 数量:  7,1958-12-21 13:15,观察者:  Hector C. Cruzado
African Collared-Dove,https://ebird.org/species/afcdov1,# 数量:  X,1958-12-18 00:00,观察者:  Peter Dare
Greater Hoopoe-Lark,https://ebird.org/species/grhlar1,# 数量:  X,1958-12-18 00:00,观察者:  Peter Dare
Rüppell's Weaver,https://ebird.org/species/ruewea1,# 数量:  X,1958-12-18 00:00,观察者:  Peter Dare
Rosy-patched Bushshrike,https://ebird.org/species/ropbus1,# 数量:  X,1958-12-16 00:00,观察者:  Peter Dare
Brown-necked Raven,https://ebird.org/species/brnrav1,# 数量:  4,1958-12-16 00:00,观察者:  Peter Dare
Fan-tailed Raven,https://ebird.org/species/fatrav1,# 数量:  X,1958-12-15 00:00,观察者:  Peter Dare
Cricket Longtail,https://ebird.org/species/crilon1,# 数量:  1,1958-12-13 00:00,观察者:  Peter Dare
Gambaga Flycatcher,https://ebird.org/species/gamfly1,# 数量:  1,1958-12-12 00:00,观察者:  Specimen Records (1850-1986)
Blackstart,https://ebird.org/species/blacks1,# 数量:  1,1958-12-10 00:00,观察者:  Peter Dare
Horus Swift,https://ebird.org/species/horswi1,# 数量:  2,1958-12-01 00:00,观察者:  Peter Dare
Gray Kestrel,https://ebird.org/species/grykes1,# 数量:  2,1958-11-21 00:00,观察者:  Peter Dare
Pharaoh Eagle-Owl,https://ebird.org/species/pheowl1,# 数量:  2,1958-11-19 00:00,观察者:  Peter Dare
Lanner Falcon,https://ebird.org/species/lanfal1,# 数量:  2,1958-11-19 00:00,观察者:  Peter Dare
Senegal Thick-knee,https://ebird.org/species/setkne1,# 数量:  14,1958-11-13 00:00,观察者:  Peter Dare
Green-backed Camaroptera,https://ebird.org/species/grbcam1,# 数量:  1,1958-11-08 00:00,观察者:  Peter Dare
